CFIHOS unique code,coding source code,CFIHOS code equivalent value,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000493,STEPLIB,70462,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,844,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000493,POSC CAESAR,RDS1008134,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,845,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000494,ISO 15926 part4,4939,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,846,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000494,POSC CAESAR,RDS16663020,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,847,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000494,ISO 14224:2016,XT,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,848,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000495,STEPLIB,10298,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,849,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000495,ISO 15926 part4,5097,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,850,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000495,ISO 14224:2016,NO,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,851,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000495,POSC CAESAR,RDS415214,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,852,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000496,STEPLIB,10077,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,853,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000496,ISO 15926 part4,5110,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,854,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000496,POSC CAESAR,RDS421199,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,855,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000497,STEPLIB,10433,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,856,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000497,ISO 15926 part4,5111,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,857,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000497,POSC CAESAR,RDS670904,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,858,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000498,STEPLIB,10231,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,859,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000498,ISO 15926 part4,5205,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,860,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000498,POSC CAESAR,RDS472679,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,861,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000499,STEPLIB,10141,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,862,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000499,ISO 15926 part4,5219,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,863,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000499,POSC CAESAR,RDS427724,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,864,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000500,STEPLIB,10082,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,865,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000500,ISO 15926 part4,5247,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,866,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000500,ISO 14224:2016,PL,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,867,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000500,POSC CAESAR,RDS275399,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,868,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000501,ISO 15926 part4,5261,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,869,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000501,POSC CAESAR,RDS460844,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,870,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000502,STEPLIB,520530,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,871,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000502,ISO 15926 part4,5307,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,872,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000502,ISO 14224:2016,PR,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,873,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000502,POSC CAESAR,RDS414809,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,874,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000503,STEPLIB,10125,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,875,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000503,ISO 15926 part4,5358,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,876,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000503,POSC CAESAR,RDS422324,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,877,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000504,STEPLIB,10126,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,878,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000504,ISO 15926 part4,5365,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,879,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000504,POSC CAESAR,RDS13029000,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,880,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000505,STEPLIB,10129,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,881,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000505,ISO 15926 part4,5372,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,882,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000505,POSC CAESAR,RDS5782388,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,883,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000506,STEPLIB,10132,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,884,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000506,ISO 15926 part4,5375,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,885,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000506,ISO 14224:2016,FS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,886,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000506,POSC CAESAR,RDS422504,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,887,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000507,STEPLIB,10611,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,888,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000507,ISO 15926 part4,5453,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,889,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000507,POSC CAESAR,RDS5796811,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,890,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000508,ISO 15926 part4,5830,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,891,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000508,POSC CAESAR,RDS1070896071,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,892,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000510,STEPLIB,400057,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,893,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000510,ISO 15926 part4,7182,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,894,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000510,POSC CAESAR,RDS11857705,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,895,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000511,STEPLIB,400058,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,896,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000511,ISO 15926 part4,7185,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,897,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000511,POSC CAESAR,RDS941719801,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,898,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000512,STEPLIB,400073,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,899,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000512,ISO 15926 part4,7215,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,900,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000512,ISO 14224:2016,FF,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,901,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000512,POSC CAESAR,RDS619964,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,902,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000513,STEPLIB,400100,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,903,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000513,ISO 15926 part4,7260,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,904,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000513,ISO 14224:2016,ER,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,905,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000513,POSC CAESAR,RDS310274,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,906,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000514,STEPLIB,400114,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,907,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000514,ISO 15926 part4,7267,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,908,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000514,POSC CAESAR,RDS1049368591,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,909,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000515,STEPLIB,131113,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,910,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000515,ISO 15926 part4,7291,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,911,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000515,POSC CAESAR,RDS16765704,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,912,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,STEPLIB,130010,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,913,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,ISO 15926 part4,7316,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,914,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,ISO 14224:2016,COAX,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,915,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,POSC CAESAR,RDS417239,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,916,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000516,ISO 14224:2016,SC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,917,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000517,STEPLIB,130030,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,918,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000517,ISO 15926 part4,7351,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,919,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000517,POSC CAESAR,RDS286874,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,920,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000518,STEPLIB,130042,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,921,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000518,ISO 15926 part4,7380,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,922,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000518,ISO 14224:2016,BL,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,923,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000518,POSC CAESAR,RDS417149,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,924,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000519,STEPLIB,131030,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,925,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000519,ISO 15926 part4,7392,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,926,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000519,POSC CAESAR,RDS5765184,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,927,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000520,STEPLIB,130057,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,928,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000520,ISO 15926 part4,7435,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,929,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000520,ISO 14224:2016,COCE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,930,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000520,POSC CAESAR,RDS417194,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,931,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000520,ISO 14224:2016,SC,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,932,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000521,STEPLIB,130058,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,933,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000521,ISO 15926 part4,7436,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,934,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000521,ISO 14224:2016,PUCE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,935,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000521,POSC CAESAR,RDS416834,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,936,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000521,ISO 14224:2016,SPCE,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE CFIHOS object equivalent mapping v2.0.csv,937,source_reference_record,source_reference_record_unreviewed
