parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
electrical equipment class,CFIHOS-30000617,electrical switch,A switch that turns electrical current on and/or off.,no,yes,Required by owner-operators BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,493,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000618,emergency position indicating radio beacon,A radio beacon in the mobile service the emissions of which are intended to facilitate search and rescue operations (EPIRB).,no,no,Required by owner-operators Shell Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,494,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000619,fire wall,A wall which is also a fire divider.,no,no,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,495,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000620,hvac duct,"A large sheet-metal duct or casing through which air is passed for forced-draught, ventilation or air-conditioning purposes.",no,yes,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,496,source_reference_record,source_reference_record_unreviewed
lifting device,CFIHOS-30000622,lifting jack,"A lifting device, usually portable, for lifting heavy weights by force acting from below; in the commonest form, having a rack and a pinion wheel or screw and a handle turned by hand.",no,no,Required by owner-operators BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,497,source_reference_record,source_reference_record_unreviewed
switchgear and controlgear,CFIHOS-30000623,motor control centre,A switchgear and controlgear that houses motor starters to control electric motors.,no,yes,"missing from CFIHOS - in other OO RDLs BP, Chevron & Shell Tagging Specification",MCC; motor control center,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,498,source_reference_record,source_reference_record_unreviewed
damper,CFIHOS-30000624,pressure relief damper,A gas flow damper that is used to relieve built-up pressure in a duct system to prevent damage to HVAC equipment.,no,yes,"Required by owner-operators BP, Chevron & Shell Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,499,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000626,radar,"A physical object for detecting the presence of objects at a distance, or ascertaining their position or motion, by transmitting short radio waves and detecting or measuring their return after being reflected.",no,yes,"Required by owner-operators BP, Chevron & Shell Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,500,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000627,radio beacon,"A radio transmitter, usually non-directional, that emits identifiable signals intended for radio direction-finding.",no,yes,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,501,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30000629,slip ring,"A ring of conducting material which is attached to and rotates with a shaft, so that the electric current may be transferred to a stationary circuit through a fixed brush pressing against it.",no,no,Required by owner-operators BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,502,source_reference_record,source_reference_record_unreviewed
mixer,CFIHOS-30000630,static mixer,A physical object that is intended to mix fluid by means of diverging the flow with static obstacles or by increasing locally the velocity.,no,yes,BP & Chevron Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,503,source_reference_record,source_reference_record_unreviewed
marine,CFIHOS-30000631,thruster,A physical object that includes a water jet or propeller used on vessels intended to provide a means to move the vessel sideways for maintaining the vessel's position without anchors.,no,yes,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,504,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000632,wall,Which is flat and typically vertical suitable for separation.,yes,no,Add to maintain hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,505,source_reference_record,source_reference_record_unreviewed
pressure relief device,CFIHOS-30000634,vacuum relief valve,A relief valve that is used for pressure compensation purposes by admitting (letting in) a pressure to prevent that vacuum is forming when filling or emptying a system.,no,yes,"Identified as part of RDL Alignment Activity BP, Chevron & TOTAL Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,506,source_reference_record,source_reference_record_unreviewed
valve,CFIHOS-30000636,check valve,A valve that permits fluid to flow in one direction only.,no,yes,"Added to maintain hierarchy Chevron, Shell & TOTAL Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,507,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000637,compensator,A device compensating for axial or radial movement between two elements that is connected.,no,no,Required by owner-operators BP Tagging Specification,heave compensator,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,508,source_reference_record,source_reference_record_unreviewed
valve,CFIHOS-30000638,control valve,"A valve that can be used to modify (regulate) the fluid flow rate in a process control system. It usually includes an actuator, which responds to a signal from the controlling system and changes the position of the flow controlling element in the valve.",no,no,"Identified as part of RDL Alignment Activity BP, Chevron, Shell & Total Tagging Specification",actuated modulating valve; actuated valve - control; actuated valve,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,509,source_reference_record,source_reference_record_unreviewed
control valve,CFIHOS-30000639,deluge valve,"A control valve that is intended to operate at high temperature, and admit water into a deluge system.",no,yes,Identified as part of RDL Alignment Activity Chevron & Shell Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,510,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000640,detector,"A physical object that is an assembly of a sensing element and necessary ancillary devices making it able of detecting a state, e.g. pressure, temperature, or detect the presence of a selected substance, and produce a signal based on the detection.",yes,no,"Owner Operator RDL Alignment BP, Chevron, Shell & Total Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,511,source_reference_record,source_reference_record_unreviewed
general instrument,CFIHOS-30000641,electronic circuit board,"A physical object that comprises a printed circuit board with electronic components intended for receive, process/transform and transmit electrical signals.",no,yes,BP Tagging Specification,circuit board,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,512,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000643,flow transmitter,A flow transmitter providing an output signal that is proportional to the flow inputs from a flow element.,no,no,"Owner Operator RDL Alignment BP, Chevron, Shell & Total Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,513,source_reference_record,source_reference_record_unreviewed
miscellaneous equipment,CFIHOS-30000644,galley equipment,An 'equipment class' that is a class of devices whose members normally is a part of the outfitting of a galley.,no,no,Required by owner-operators BP Tagging Specification,food processing equipment; kitchen equipment,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,514,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000646,level transmitter,A transmitter that produces a continuous standardized output signal dependent of a received input signal from a level sensor.,no,no,"Owner Operator RDL Alignment BP, Chevron, Shell & Total Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,515,source_reference_record,source_reference_record_unreviewed
valve,CFIHOS-30000649,manual valve,A valve that is regulated with hand power.,no,no,"Identified as part of RDL Alignment Activity BP, Chevron, Shell & Total Tagging Specification",hand operated valve; manual operated valve; piping valve,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,516,source_reference_record,source_reference_record_unreviewed
damper,CFIHOS-30000650,non-return damper,A gas flow damper that prevents back flow in a duct.,no,yes,Required by owner-operators BP & Shell Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,517,source_reference_record,source_reference_record_unreviewed
miscellaneous equipment,CFIHOS-30000652,physical access control equipment,"Physical access control equipment and/or systems intended to regulate or control entry into and/or exit from a controlled area, protected area or a restricted area.",no,no,Required by owner-operators BP Tagging Specification,access control turnstile,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,518,source_reference_record,source_reference_record_unreviewed
valve,CFIHOS-30000653,pressure relief device,A fluid regulator that relieves pressure from an enclosed space when the pressure reaches a predetermined value.,yes,no,"Identified as part of RDL Alignment Activity BP, Chevron & Shell Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,519,source_reference_record,source_reference_record_unreviewed
transmitter,CFIHOS-30000654,pressure transmitter,A transmitter that is producing a standardized output signal dependent of a received input signal from a pressure element.,no,no,"Owner Operator RDL Alignment BP, Chevron, Shell & Total Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,520,source_reference_record,source_reference_record_unreviewed
nozzle,CFIHOS-30000655,process nozzle,A nozzle intended to enable transfer of process material.,no,yes,TOTAL Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,521,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000656,riser support,A support connecting a riser to a structure.,no,yes,BP Tagging Specification,riser tower,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,522,source_reference_record,source_reference_record_unreviewed
nozzle,CFIHOS-30000657,spray nozzle,A nozzle where liquid is introduced under pressure.,no,yes,BP & TOTAL Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,523,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000658,telecom gateway,"In a communications network, a network node equipped for interfacing with another network that uses different protocols.",no,no,"Required by owner-operators BP, Shell & TOTAL Tagging Specification",media gateway,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,524,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30000659,termination panel,An 'artefact' intended for the termination of cables.,no,no,"Required by owner-operators BP, Chevron & TOTAL Tagging Specification",patch panel,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,525,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000660,valve,"A fluid regulator that can be used to control (i.e. permit, obstruct, regulate or divert) a fluid stream.",yes,no,Added to maintain hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,526,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000661,transmitter,A physical object that is an element that receives a process variable signal from a sensor and converts it into an output signal.,yes,no,"Owner Operator RDL Alignment BP, Chevron, Shell & Total Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,527,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000662,flow totalizer,A totalizer that adds up flow measurements.,no,yes,Owner Operator RDL Alignment Chevron & Total Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,528,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000663,signal converter,An electric signal transducer that is intended to convert one type of standardized transmission signal into another.,no,no,"Owner Operator RDL Alignment BP, Chevron & TOTAL Tagging Specification",,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,529,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000664,orifice plate,A physical object that is a thin plate with a specified hole in the middle. It is usually placed in a pipe to measure the rate of fluid flow.,yes,no,Owner Operator RDL Alignment Hierarchy consistency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,530,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000665,detecting element,A physical object that is the primary element of a measuring chain which converts the input variable into a signal suitable for measurement.,yes,no,Owner Operator RDL Alignment Hierarchy consistency,instrument element; sensing element,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,531,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000666,controller,A regulator that operates automatically to affect a controlled variable by comparing the value of the controlled variable with the value of a reference variable in order to reduce the difference between them.,no,no,"Build Hierarchy BP, Chevron, Shell & Total Tagging Specification",local controller,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,532,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000667,drilling equipment,Equipment intended to enable the drilling of holes. Typically in the earth for oil and/or gas production.,yes,no,hierarchy consistency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,533,source_reference_record,source_reference_record_unreviewed
drilling equipment,CFIHOS-30000670,pipe doping machine,A device that is designed for easy washing and dope application of drill pipe threads and collar threads.,no,yes,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,534,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000671,flow element,A detecting element that is producing a signal that is proportional to a flow rate.,no,yes,Owner Operator RDL Alignment Hierarchy consistency,flow sensor,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,535,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000672,level element,A detecting element that is intended to determine a level.,no,no,Owner Operator RDL Alignment Hierarchy consistency,level sensor,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,536,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000673,pressure element,A detecting element intended to sense pressure.,no,yes,Owner Operator RDL Alignment Hierarchy consistency,pressure sensor,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,537,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000674,temperature element,A detecting element intended to sense temperature.,no,yes,Owner Operator RDL Alignment Hierarchy consistency,temperature sensing element,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,538,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000675,gauge,A detecting instrument that is used for measuring or testing.,yes,no,Owner Operator RDL Alignment Hierarchy consistency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,539,source_reference_record,source_reference_record_unreviewed
instrument equipment,CFIHOS-30000676,control switch,A switch intended to switch or give an on/off signal when the measured variable has reached a pre-set value.,yes,no,Owner Operator RDL Alignment Hierarchy consistency,functional switch; instrument switch,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,540,source_reference_record,source_reference_record_unreviewed
control switch,CFIHOS-30000677,level switch,A functional switch that is intended to give an on/off signal when particulate material or fluid level have reached a pre-set value.,no,yes,Owner Operator RDL Alignment Hierarchy consistency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,541,source_reference_record,source_reference_record_unreviewed
control switch,CFIHOS-30000678,position switch,"A pilot switch the actuating system of which is operated by a moving part of a machine, when this part reaches a predetermined position.",no,yes,Owner Operator RDL Alignment Hierarchy consistency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,542,source_reference_record,source_reference_record_unreviewed
subsea instrument equipment,CFIHOS-30000679,subsea distribution unit,"An artefact where hydraulics, chemicals, electrical power and signals are distributed from the main umbilicals to different subsea systems.",no,yes,missing from CFIHOS - in other OO RDLs BP & TOTAL Tagging Specification,subsea distribution module,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,543,source_reference_record,source_reference_record_unreviewed
drilling equipment,CFIHOS-30000680,iron roughneck,"An integral part of the drilling process, iron roughnecks connect and disconnect drill pipe. Whether pipe is being fed into the wellbore or it is being taken out, the iron roughneck uses a rotary table and torque wrench(es) to make up or break down pipe.",no,yes,BP Tagging Specification,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,544,source_reference_record,source_reference_record_unreviewed
control valve,CFIHOS-30000681,solenoid valve,A valve that has linear action which is fitted with a solenoid for quick operation.,no,yes,"Identified as part of RDL Alignment Activity BP, Chevron, Shell & Total Tagging Specification",solenoid operated valve,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,545,source_reference_record,source_reference_record_unreviewed
valve,CFIHOS-30000682,self operating valve,"A valve that includes a means of operation (e.g. spring / gravity / fluid pressure / counter balance), and is not depending on an external source of energy.",no,yes,"Identified as part of RDL Alignment Activity BP, Chevron, Shell & Total Tagging Specification",self actuating valve; self acting valve; regulator; self regulating valve,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,546,source_reference_record,source_reference_record_unreviewed
driver,CFIHOS-30000683,engine,An internal combustion engine that is an induction compression ignition exhaust engine which ignites a fuel air mixture.,no,yes,Assist with hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,547,source_reference_record,source_reference_record_unreviewed
driver,CFIHOS-30000684,motor,A device that generates rotational kinetic energy.,yes,no,Assist with hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,548,source_reference_record,source_reference_record_unreviewed
driver,CFIHOS-30000685,turbine,A physical object that is intended to rotate within a fluid and to transform energy within a fluid into mechanical power.,no,no,Assist with hierarchy,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,549,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000686,dust detector,"A 'detector' for measuring the velocity, mass, charge, flight direction, and number of dust particles in space.",no,yes,Requested by BP,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,550,source_reference_record,source_reference_record_unreviewed
gauge,CFIHOS-30000687,level gauge,A gauge that is intended to display a representation of a measured level.,no,no,Owner Operator RDL Alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,551,source_reference_record,source_reference_record_unreviewed
detecting element,CFIHOS-30000688,multiphase meter,A flow meter for the metering a mixture of two or more fluid phases.,no,yes,Owner Operator RDL Alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,552,source_reference_record,source_reference_record_unreviewed
detector,CFIHOS-30000689,oil mist detector,A mist detector that is intended to detect oil mist.,no,yes,Owner Operator RDL Alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,553,source_reference_record,source_reference_record_unreviewed
control switch,CFIHOS-30000690,speed switch,A switch intended to give a on/off signal when the speed have reached a pre-set value.,no,yes,Requested by ExxonMobil as part of owner operators alignment,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,554,source_reference_record,source_reference_record_unreviewed
vessel,CFIHOS-30000697,knock out drum,A drum intended to separate relatively small quantities of liquid from a vapour stream.,no,no,missing from CFIHOS - in other OO RDLs,knock out vessel; knock out pot; foam trap; defoamer tank,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,555,source_reference_record,source_reference_record_unreviewed
vessel,CFIHOS-30000698,separator,A 'device' intended to separate different types of substances.,no,yes,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,556,source_reference_record,source_reference_record_unreviewed
class,CFIHOS-30000699,subsea equipment class,An 'equipment class' that is a class whose members are used in conjunction with subsea or subaquatic installations and/or operations.,yes,no,missing from CFIHOS - in other OO RDLs,subaquatic,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,557,source_reference_record,source_reference_record_unreviewed
subsea equipment class,CFIHOS-30000700,subsea infrastructure,Subsea equipment class that contains classes of artefacts which are infrastructure equipment.,yes,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,558,source_reference_record,source_reference_record_unreviewed
subsea equipment class,CFIHOS-30000701,subsea instrument equipment,Subsea or subaquatic equipment class that contains classes of artefacts which are instrumentation equipment.,yes,no,missing from CFIHOS - in other OO RDLs,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,559,source_reference_record,source_reference_record_unreviewed
subsea tool,CFIHOS-30000702,subsea intervention and installation tool,Device or remotely operated tool deployed by an intervention system to mate or interface with an intervention fixture.,yes,no,missing from CFIHOS - in other OO RDLs,subsea intervention tool,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,560,source_reference_record,source_reference_record_unreviewed
