parent equipment class name,equipment class CFIHOS unique code,equipment class name,equipment class definition,abstract class indicator,spare part information required indicator,equipment class existence reason description,equipment class synonym name,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
electrical equipment class,CFIHOS-30000985,rail crossing indicator,A signal at a railway grade crossing that indicates the approach of a Locomotive.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,782,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000986,rail key token station,A safety system to govern the use of single rail tracks to ensure only one locomotive can use the track at any one time. The rail key token station controls the issue of key tokens permitting movement.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,783,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000987,rail track,"A physical object that consists of two parallel steel rails, generally anchored perpendicular to beams or railroad ties of timber, concrete, or steel to maintain a consistent distance apart, to facilitate transport on the rails with vehicles arranged in a train without the need for steering.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,784,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000988,ramp,"A sloping surface joining two different levels, as at the entrance or between floors of a building.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,785,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000989,retaining wall,Vertical structure used to resist the lateral pressure of the ground and maintains structural integrity.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,786,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000990,roof,"A physical object that is the outside upper covering of a house or other building or the ceiling of a room or other covered part of a house, building, etc.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,787,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000991,roof cover,A cover intended to cover an outer roof.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,788,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000992,room,Part of the inside of a building that is divided from other areas by walls and a door and that has its own floor and ceiling.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,789,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000993,sanitary ware,Equipment used to allow drainage of foul water.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,790,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000994,secondary wall,Equipment used for room separation.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,791,source_reference_record,source_reference_record_unreviewed
other mechanical equipment,CFIHOS-30000995,shield door,"A hinged or sliding barrier used to control access to a high hazard area, made from robust materials used to protect personnel from exposure to hazards.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,792,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30000996,sign,Visual signs to convey information or messages relating to item identification and locations. Conforming to standards as per type.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,793,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000997,staircase,A stepped construction designed to enable users to move between floors or levels within a building or working area.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,794,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30000998,structural ancillary frame,"A framework that is used to add to existing steelwork, to bear the weight of extra shielding or coating or protecting pipework.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,795,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30000999,structural cell wall,"A wall, used to maintain structural integrity, and provide Shielding and Containment.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,796,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001000,structural floor,"The lower enclosing surface of a room, used to support imposed loads.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,797,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001001,structural frame,Installed equipment used to provide structural support.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,798,source_reference_record,source_reference_record_unreviewed
wall,CFIHOS-30001002,structural wall,"A wall used to maintain structural integrity, and provide separation.",no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,799,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001003,superstructure,The external fabric of a building that is visible above ground.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,800,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001004,surface water collection system,Equipment used to direct surface water flow.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,801,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001005,trench,A narrow excavation of considerable length cut into the ground.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,802,source_reference_record,source_reference_record_unreviewed
IT and telecom equipment,CFIHOS-30001006,tv access plug,A means of connection for TV equipment to link to remote cameras located inside a shielded area. Also a means of inserting an inspection Camera into a viewing port to enable viewing within restricted access areas.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,803,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001007,vault,An Area designed to facilitate safe and secure storage of hazardous materials.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,804,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001008,viewport,A type of portal designed to enable a safe but limited view into a hazardous area.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,805,source_reference_record,source_reference_record_unreviewed
"health, safety and environment equipment class",CFIHOS-30001009,eye wash bottle,Renewable eye wash bottles mounted in fixed locations.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,806,source_reference_record,source_reference_record_unreviewed
switchgear and controlgear,CFIHOS-30001010,automatic circuit recloser,"A self-controlled device for making, carrying, and automatically interrupting and reclosing an alternating-current circuit.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,807,source_reference_record,source_reference_record_unreviewed
driver,CFIHOS-30001011,pumpjack,An aboveground drive for a reciprocating piston pump in an oil well.,yes,yes,,beam-type pump jack,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,808,source_reference_record,source_reference_record_unreviewed
marine,CFIHOS-30001012,boat,A small open vessel for travelling on water.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,809,source_reference_record,source_reference_record_unreviewed
boat,CFIHOS-30001013,rescue boat,A rescue boat designed for rescuing personnel.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,810,source_reference_record,source_reference_record_unreviewed
control valve,CFIHOS-30001014,pinch control valve,"A pinch valve is an actuated membrane valve that is comprising a flexible tube, either exposed or enclosed in a body. The tube is pinched to close by mechanical means.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,811,source_reference_record,source_reference_record_unreviewed
tank,CFIHOS-30001015,diaphragm tank,A pressure tank divided into two areas: the upper is a fluid storage area and the lower is a gas pressure area with the two areas separated by a diaphragm.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,812,source_reference_record,source_reference_record_unreviewed
heat exchanger,CFIHOS-30001016,direct contact heat exchanger,A heat exchanger that allows contact between the hot and cold fluids.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,813,source_reference_record,source_reference_record_unreviewed
heat exchanger,CFIHOS-30001017,double pipe heat exchanger,"A heat exchanger that consists of two co-axial pipes of different sizes, where one fluid passes though the  inner pipe and the other fluid passes through the space between the inner and the outer pipes.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,814,source_reference_record,source_reference_record_unreviewed
electrical equipment class,CFIHOS-30001018,harmonic filter,A physical object that is a passive circuit that attenuates all signals except those within one or more frequency bands.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,815,source_reference_record,source_reference_record_unreviewed
separator,CFIHOS-30001019,heater treater,A 2 or 3-phase separator vessel that utilizes heat and mechanical separation devices to facilitate the separation of oil-water emulsions.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,816,source_reference_record,source_reference_record_unreviewed
pumpjack,CFIHOS-30001020,long-stroke pumpjack,A non-beam type pump jack that uses a longer stroke.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,817,source_reference_record,source_reference_record_unreviewed
manual valve,CFIHOS-30001021,pinch valve,"A membrane valve that is comprising a flexible tube, either exposed or enclosed in a body. The tube is pinched to close by mechanical means.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,818,source_reference_record,source_reference_record_unreviewed
infrastructure,CFIHOS-30001022,piling,Heavy stakes or posts installed to support the foundations of a superstructure.,no,no,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,819,source_reference_record,source_reference_record_unreviewed
relief valve,CFIHOS-30001023,pin-actuated pressure relief valve,A non-reclosing pressure-relief device actuated by the static differential pressure between the inlet and outlet of the device.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,820,source_reference_record,source_reference_record_unreviewed
plate heat exchanger,CFIHOS-30001024,plate fin heat exchanger,A non-corrugated plate heat exchanger that has flat core plates separated by u-shaped fins or corrugated plates.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,821,source_reference_record,source_reference_record_unreviewed
conveyor,CFIHOS-30001025,pneumatic conveyor,"A conveyor for transporting dry, free flowing, granular material in suspension within a pipe or duct by means of a high-velocity airstream or by the energy of expanding compressed air within a comparatively dense column of fluidized or aerated material.",no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,822,source_reference_record,source_reference_record_unreviewed
pumpjack,CFIHOS-30001026,beam pumpjack,A pump jack that converts rotary motion to vertical reciprocating motion.,no,yes,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE equipment class v2.0.csv,823,source_reference_record,source_reference_record_unreviewed
