CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95000065,CFIHOS-30000805,alternating current motor,CFIHOS-40000871,declared locked-rotor current at 80% rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-481,Declared locked-rotor current at 80 % rated voltage,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,65,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000066,CFIHOS-30000805,alternating current motor,CFIHOS-40000872,declared locked-rotor torque at 100% rated voltage,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-140,Declared locked-rotor torque at 100% rated voltage,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,66,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000067,CFIHOS-30000805,alternating current motor,CFIHOS-40000873,declared locked-rotor torque at 80% rated voltage,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-141,Declared locked-rotor torque at 80% rated voltage,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,67,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000068,CFIHOS-30000805,alternating current motor,CFIHOS-40000487,design specification,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-564,Heat exchanger design code,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,68,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000069,CFIHOS-30000805,alternating current motor,CFIHOS-40000487,design specification,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-529,Heat exchanger design code,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,69,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000070,CFIHOS-30000805,alternating current motor,CFIHOS-40001344,differential protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-542,Differential protection,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,70,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000071,CFIHOS-30000805,alternating current motor,CFIHOS-40001344,differential protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-508,Differential protection,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,71,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000072,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-110,Direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,72,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000073,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-165,Fan direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,73,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000074,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-110,Direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,74,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000075,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-165,Fan direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,75,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000076,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-439,Direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,76,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000077,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-434,Direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,77,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000078,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-12,Direction of rotation,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,78,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000079,CFIHOS-30000805,alternating current motor,CFIHOS-40001375,drip cover requirement,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-110,Drip cover,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,79,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000080,CFIHOS-30000805,alternating current motor,CFIHOS-40001345,drive-end bearing insulation,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-547,D-end insulated bearing,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,80,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000081,CFIHOS-30000805,alternating current motor,CFIHOS-40001345,drive-end bearing insulation,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-513,D-end insulated bearing,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,81,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000082,CFIHOS-30000805,alternating current motor,CFIHOS-40001365,driven equipment bearing type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-548,Driven equipment bearing type,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,82,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000083,CFIHOS-30000805,alternating current motor,CFIHOS-40001365,driven equipment bearing type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-514,Driven equipment bearing type,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,83,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000084,CFIHOS-30000805,alternating current motor,CFIHOS-40000494,dry weight,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-527,Rotor weight,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,84,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000085,CFIHOS-30000805,alternating current motor,CFIHOS-40000494,dry weight,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-494,Rotor weight,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,85,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000086,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-109,Duty point shaft power,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,86,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000087,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-109,Duty point shaft power,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,87,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000088,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-438,Duty point shaft power,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,88,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000089,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-433,Duty point shaft power,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,89,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000090,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-150,Efficiency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,90,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000091,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-150,Efficiency,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,91,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000092,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-499,Efficiency at rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,92,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000093,CFIHOS-30000805,alternating current motor,CFIHOS-40000880,efficiency at 100% rated output,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-151,Efficiency at 100% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,93,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000094,CFIHOS-30000805,alternating current motor,CFIHOS-40000880,efficiency at 100% rated output,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-151,Efficiency at 100% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,94,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000095,CFIHOS-30000805,alternating current motor,CFIHOS-40000880,efficiency at 100% rated output,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-53,Efficiency at 100% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,95,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000096,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-153,Efficiency at 50% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,96,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000097,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-501,Efficiency at 50 % of rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,97,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000098,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-55,Efficiency at 50% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,98,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000099,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-152,Efficiency at 75% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,99,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000100,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-500,Efficiency at 75 % of rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,100,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000101,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-54,Efficiency at 75% rated output,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,101,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000102,CFIHOS-30000805,alternating current motor,CFIHOS-40000918,efficiency at lower limit continuous operating speed,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-475,Efficiency at minimum continuous operating speed,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,102,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000103,CFIHOS-30000805,alternating current motor,CFIHOS-40000926,efficiency at maximum continuous operating speed at maximum torque,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-476,Efficiency at maximum continuous operating speed at maximum torque,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,103,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000104,CFIHOS-30000805,alternating current motor,CFIHOS-40000917,efficiency at upper limit continuous operating speed at upper torque value,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-474,Efficiency at maximum continuous operating speed,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,104,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000105,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-180,Cooling method,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,105,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000106,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-180,Cooling method,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,106,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000107,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-563,Cooling method,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,107,source_reference_record,source_reference_record_unreviewed
CFIHOS-95000108,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-528,Cooling method,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,108,source_reference_record,source_reference_record_unreviewed
