CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-95001493,CFIHOS-30000814,contactor column,CFIHOS-40000114,external insulation type,CFIHOS-90000036,ASME BPVC Section VIII,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1493,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001494,CFIHOS-30000405,control box,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1494,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001495,CFIHOS-30000405,control box,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1495,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001496,CFIHOS-30000405,control box,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1496,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001497,CFIHOS-30000405,control box,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1497,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001498,CFIHOS-30000405,control box,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1498,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001499,CFIHOS-30000022,control module,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1499,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001500,CFIHOS-30000022,control module,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1500,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001501,CFIHOS-30000022,control module,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1501,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001502,CFIHOS-30000022,control module,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1502,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001503,CFIHOS-30000327,control panel,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1503,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001504,CFIHOS-30000327,control panel,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1504,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001505,CFIHOS-30000327,control panel,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1505,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001506,CFIHOS-30000327,control panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1506,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001507,CFIHOS-30000327,control panel,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1507,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001508,CFIHOS-30000638,control valve,CFIHOS-40000638,actuation service,CFIHOS-90000077,ISA-TR20.00.01-2007,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1508,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001509,CFIHOS-30000638,control valve,CFIHOS-40000599,communication protocol,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1509,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001510,CFIHOS-30000638,control valve,CFIHOS-40000487,design specification,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1510,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001511,CFIHOS-30000638,control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1511,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001512,CFIHOS-30000638,control valve,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1512,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001513,CFIHOS-30000638,control valve,CFIHOS-40000580,failure action,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1513,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001514,CFIHOS-30000638,control valve,CFIHOS-40000132,fluid name,CFIHOS-90000090,ISO 14224:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1514,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001515,CFIHOS-30000638,control valve,CFIHOS-40000584,full opening valve,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1515,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001516,CFIHOS-30000638,control valve,CFIHOS-40000597,input signal type,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1516,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001517,CFIHOS-30000638,control valve,CFIHOS-40000509,nominal diameter,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1517,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001518,CFIHOS-30000638,control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000077,ISA-TR20.00.01-2007,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1518,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001519,CFIHOS-30000638,control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000047,IEC 60537:1976 Withdrawn,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1519,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001520,CFIHOS-30000638,control valve,CFIHOS-40000598,output signal type,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1520,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001521,CFIHOS-30000638,control valve,CFIHOS-40000488,piping class,CFIHOS-90000008,API Spec 6D:2014,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1521,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001522,CFIHOS-30000638,control valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000046,IEC 60534-7:2010,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1522,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001523,CFIHOS-30000666,controller,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1523,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001524,CFIHOS-30000666,controller,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1524,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001525,CFIHOS-30000815,conventional relief valve,CFIHOS-40000017,body material,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1525,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001526,CFIHOS-30000815,conventional relief valve,CFIHOS-40000045,cold differential test pressure,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1526,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001527,CFIHOS-30000815,conventional relief valve,CFIHOS-40000490,constant back pressure,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1527,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001528,CFIHOS-30000815,conventional relief valve,CFIHOS-40000487,design specification,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1528,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001529,CFIHOS-30000815,conventional relief valve,CFIHOS-40000132,fluid name,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1529,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001530,CFIHOS-30000815,conventional relief valve,CFIHOS-40000133,fluid phase,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1530,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001531,CFIHOS-30000815,conventional relief valve,CFIHOS-40000242,nominal inlet diameter,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1531,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001532,CFIHOS-30000815,conventional relief valve,CFIHOS-40000244,nominal outlet diameter,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1532,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001533,CFIHOS-30000815,conventional relief valve,CFIHOS-40000512,normal operating pressure,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1533,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001534,CFIHOS-30000815,conventional relief valve,CFIHOS-40000514,normal operating temperature,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1534,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001535,CFIHOS-30000815,conventional relief valve,CFIHOS-40000518,orifice area calculated,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1535,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001536,CFIHOS-30000815,conventional relief valve,CFIHOS-40000334,relief bellows,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1536,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001537,CFIHOS-30000815,conventional relief valve,CFIHOS-40000579,safety integrity level,CFIHOS-90000001,ANSI/ISA-75.05.01-2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1537,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001538,CFIHOS-30000815,conventional relief valve,CFIHOS-40000530,set pressure,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1538,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001539,CFIHOS-30000815,conventional relief valve,CFIHOS-40000375,spring material specification,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1539,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001540,CFIHOS-30000815,conventional relief valve,CFIHOS-40000412,test medium,CFIHOS-90000099,ISO 28300:2008,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1540,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001541,CFIHOS-30000815,conventional relief valve,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1541,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001542,CFIHOS-30000815,conventional relief valve,CFIHOS-40000539,variable back pressure,CFIHOS-90000097,ISO 23251:2019,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1542,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001543,CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1543,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001544,CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1544,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001545,CFIHOS-30000408,corrosion element,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1545,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001546,CFIHOS-30000408,corrosion element,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1546,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001547,CFIHOS-30000408,corrosion element,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1547,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001548,CFIHOS-30000408,corrosion element,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1548,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001549,CFIHOS-30000408,corrosion element,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1549,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001550,CFIHOS-30000407,corrosion meter,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1550,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001551,CFIHOS-30000407,corrosion meter,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1551,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001552,CFIHOS-30000407,corrosion meter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1552,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001553,CFIHOS-30000407,corrosion meter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1553,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001554,CFIHOS-30000751,corrosion transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1554,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001555,CFIHOS-30000751,corrosion transmitter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1555,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001556,CFIHOS-30000409,counter,CFIHOS-40000663,explosion rated item,CFIHOS-90000129,EN 60079-0:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1556,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001557,CFIHOS-30000409,counter,CFIHOS-40000663,explosion rated item,CFIHOS-90000135,EN 60079-14:2016,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1557,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001558,CFIHOS-30000419,coupling,CFIHOS-40000320,pressure equipment category,CFIHOS-90000172,Directive 2014/68/EU,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1558,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001559,CFIHOS-30000597,crane,CFIHOS-40000666,certifying body,CFIHOS-90000037,EN 13852-1:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1559,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001560,CFIHOS-30000597,crane,CFIHOS-40000666,certifying body,CFIHOS-90000006,API Spec 2C:2020,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1560,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001561,CFIHOS-30000597,crane,CFIHOS-40000666,certifying body,CFIHOS-90000063,IOGP S-617:2018,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1561,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001562,CFIHOS-30000597,crane,CFIHOS-40000110,explosion protection gas group,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1562,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001563,CFIHOS-30000597,crane,CFIHOS-40000112,explosion protection temperature class,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1563,source_reference_record,source_reference_record_unreviewed
CFIHOS-95001564,CFIHOS-30000597,crane,CFIHOS-40000113,explosion protection zone,CFIHOS-90000044,IEC 60529:2013,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class property source standard v2.0.csv,1564,source_reference_record,source_reference_record_unreviewed
