tag or equipment class CFIHOS unique code,tag or equipment class,source standard CFIHOS unique code,source standard code,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-30000569,roller conveyor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,261,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000221,router,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,262,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000466,rupture disc,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,263,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000513,safety shower,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,264,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000467,sampler,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,265,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000243,sand detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,266,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000225,satellite communications terminal,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,267,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000587,scraper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,268,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000226,screw conveyor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,269,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000309,seal,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,270,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000228,shale shaker,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,271,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000231,sheave,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,272,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000590,shell,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,273,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000755,shell and tube heat exchanger,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,274,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000232,shut off damper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,275,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000233,side pocket mandrel,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,276,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000235,signal splitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,277,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000514,silencer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,278,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000236,single buoy mooring,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,279,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000237,sink,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,280,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000239,skimmer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,281,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000570,slat conveyor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,282,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000591,slug catcher,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,283,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000470,smoke detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,284,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000240,snatch block,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,285,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000368,solenoid,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,286,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000244,sound attenuator,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,287,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000246,spark arrestor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,288,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000247,special tool,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,289,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000503,spectacle blind,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,290,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000472,speed transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,291,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000249,spreader bar,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,292,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000251,stack,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,293,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000505,steam trap,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,294,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000506,strainer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,295,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000592,stripper,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,296,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000253,stroke length adjuster,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,297,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000254,sump,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,298,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000369,switchboard,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,299,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000255,swivel joint,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,300,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000593,tank,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,301,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000257,tape drive,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,302,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000371,telephone,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,303,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000372,temperature detector,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,304,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000473,temperature gauge,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,305,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000475,temperature switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,306,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000476,temperature transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,307,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000373,thermostatic switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,308,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000374,thyristor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,309,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000480,timer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,310,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000557,torque converter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,311,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000263,trailer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,312,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000362,transformer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,313,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000481,transponder,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,314,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000375,trip amplifier,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,315,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000604,trolley,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,316,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000605,truck,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,317,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000507,tubing hanger,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,318,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000558,turbo expander,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,319,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000267,umbilical,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,320,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000268,UV sterilizer,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,321,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000594,vessel,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,322,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000487,vibration element,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,323,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000273,vibration switch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,324,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000378,vibration transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,325,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000274,video converter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,326,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000275,video monitor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,327,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000488,video recorder,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,328,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000276,voltage transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,329,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000278,waste compactor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,330,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000279,water cooler,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,331,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000280,water desalination system,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,332,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000281,water maker,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,333,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000380,weight transmitter,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,334,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000381,welding set,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,335,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000283,well,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,336,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000284,wellhead,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,337,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000285,winch,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,338,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000492,wind sensor,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,339,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000287,wire hoist,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,340,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000288,wire line unit,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,341,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000289,wire sling,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,342,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000290,wireless access point,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,343,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000561,yoke,CFIHOS-90000177,CFIHOS,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,344,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000593,tank,CFIHOS-90000038,EN 14015:2004,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,345,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000960,buffers,CFIHOS-90000161,GCRT5033 Iss 2,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,346,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000986,rail key token station,CFIHOS-90000162,GIRT7002 Iss 1,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,347,source_reference_record,source_reference_record_unreviewed
CFIHOS-30000987,rail track,CFIHOS-90000162,GIRT7002 Iss 1,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,348,source_reference_record,source_reference_record_unreviewed
CFIHOS-30001034,windsock,CFIHOS-90000208,ICAO Annex 14 Vol I:2022,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE tag or equipment class source standard v2.0.csv,349,source_reference_record,source_reference_record_unreviewed
